post_code,percent_population_exposed,date,Brand
6110,40.08,1/31/2024,Brand X
6115,57.84,1/31/2024,Brand X
6120,37.58,1/31/2024,Brand X
6125,52.87,1/31/2024,Brand X
6130,39.95,1/31/2024,Brand X
6135,38.05,1/31/2024,Brand X
6140,39.84,1/31/2024,Brand X
6145,38.3,1/31/2024,Brand X
6150,39.78,1/31/2024,Brand X
6155,54.32,1/31/2024,Brand X
6160,38.13,1/31/2024,Brand X
6165,61.76,1/31/2024,Brand X
6170,40.16,1/31/2024,Brand X
6175,38.8,1/31/2024,Brand X
6180,38.31,1/31/2024,Brand X
6185,50.66,1/31/2024,Brand X
6190,71.86,1/31/2024,Brand X
6195,55.94,1/31/2024,Brand X
6200,39.95,1/31/2024,Brand X
6215,54.05,1/31/2024,Brand X
6230,38.34,1/31/2024,Brand X
6245,59.42,1/31/2024,Brand X
6260,62.04,1/31/2024,Brand X
6275,53.2,1/31/2024,Brand X
6290,39.92,1/31/2024,Brand X
6305,38.16,1/31/2024,Brand X
6320,39.05,1/31/2024,Brand X
6335,47.11,1/31/2024,Brand X
6350,39.57,1/31/2024,Brand X
6365,59.74,1/31/2024,Brand X
6380,37.17,1/31/2024,Brand X
6395,37.05,1/31/2024,Brand X
6410,44.71,1/31/2024,Brand X
6425,37.35,1/31/2024,Brand X
6440,62.27,1/31/2024,Brand X
6455,59.37,1/31/2024,Brand X
6470,37.22,1/31/2024,Brand X
6485,39.29,1/31/2024,Brand X
6500,39.54,1/31/2024,Brand X
6520,37.57,1/31/2024,Brand X
6540,38.02,1/31/2024,Brand X
6560,38.02,1/31/2024,Brand X
6580,37.75,1/31/2024,Brand X
6600,40.77,1/31/2024,Brand X
6620,38.71,1/31/2024,Brand X
6640,48.65,1/31/2024,Brand X
6660,39.9,1/31/2024,Brand X
6680,38.68,1/31/2024,Brand X
6700,39.53,1/31/2024,Brand X
6720,37.5,1/31/2024,Brand X
6740,69.09,1/31/2024,Brand X
6760,38.48,1/31/2024,Brand X
6780,38.6,1/31/2024,Brand X
6800,66.44,1/31/2024,Brand X
6820,40.66,1/31/2024,Brand X
6840,40.01,1/31/2024,Brand X
6860,38.39,1/31/2024,Brand X
6880,37.39,1/31/2024,Brand X
6900,70.9,1/31/2024,Brand X
6920,40.27,1/31/2024,Brand X
6940,38.18,1/31/2024,Brand X
6960,37.85,1/31/2024,Brand X
6980,37.56,1/31/2024,Brand X
7000,38.29,1/31/2024,Brand X
7005,39.06,1/31/2024,Brand X
7010,38.4,1/31/2024,Brand X
7015,38.91,1/31/2024,Brand X
7020,38.78,1/31/2024,Brand X
7025,38.23,1/31/2024,Brand X
7030,40.66,1/31/2024,Brand X
7035,38.19,1/31/2024,Brand X
7040,66.58,1/31/2024,Brand X
7045,39.15,1/31/2024,Brand X
7050,40.57,1/31/2024,Brand X
7055,54.6,1/31/2024,Brand X
7060,38,1/31/2024,Brand X
7065,40.82,1/31/2024,Brand X
7070,39.64,1/31/2024,Brand X
7075,37.28,1/31/2024,Brand X
7080,54.57,1/31/2024,Brand X
7085,48.11,1/31/2024,Brand X
7090,54.49,1/31/2024,Brand X
7095,47.03,1/31/2024,Brand X
7100,37.31,1/31/2024,Brand X
7110,48.48,1/31/2024,Brand X
7120,50.28,1/31/2024,Brand X
7130,38.75,1/31/2024,Brand X
7140,39.47,1/31/2024,Brand X
7150,39.19,1/31/2024,Brand X
7160,58.17,1/31/2024,Brand X
7170,37.84,1/31/2024,Brand X
7180,40.77,1/31/2024,Brand X
7190,70.02,1/31/2024,Brand X
7200,37.43,1/31/2024,Brand X
7210,60.59,1/31/2024,Brand X
7220,40.05,1/31/2024,Brand X
7230,38.3,1/31/2024,Brand X
7240,52.65,1/31/2024,Brand X
7250,37.6,1/31/2024,Brand X
7260,40.31,1/31/2024,Brand X
7270,37.36,1/31/2024,Brand X
7280,40.64,1/31/2024,Brand X
7290,53.37,1/31/2024,Brand X
7300,64.64,1/31/2024,Brand X
7315,63.37,1/31/2024,Brand X
7330,55.99,1/31/2024,Brand X
7345,40.54,1/31/2024,Brand X
7360,49.52,1/31/2024,Brand X
7375,51.77,1/31/2024,Brand X
7390,52.33,1/31/2024,Brand X
7405,40.15,1/31/2024,Brand X
7420,38.95,1/31/2024,Brand X
7435,40.56,1/31/2024,Brand X
7450,50.99,1/31/2024,Brand X
7465,38.61,1/31/2024,Brand X
7480,65.46,1/31/2024,Brand X
7495,38.83,1/31/2024,Brand X
7510,39.41,1/31/2024,Brand X
7525,38.5,1/31/2024,Brand X
7540,48.68,1/31/2024,Brand X
7555,38.67,1/31/2024,Brand X
7570,40.12,1/31/2024,Brand X
7585,39.7,1/31/2024,Brand X
7600,38.1,1/31/2024,Brand X
7615,66.74,1/31/2024,Brand X
7630,58.73,1/31/2024,Brand X
7645,37.83,1/31/2024,Brand X
7660,38.91,1/31/2024,Brand X
7675,40.59,1/31/2024,Brand X
7690,40.49,1/31/2024,Brand X
7705,52.63,1/31/2024,Brand X
7720,56.27,1/31/2024,Brand X
7735,38.59,1/31/2024,Brand X
7750,39.94,1/31/2024,Brand X
7765,37.35,1/31/2024,Brand X
7780,72.79,1/31/2024,Brand X
7795,38.04,1/31/2024,Brand X
7810,60.27,1/31/2024,Brand X
7825,56.47,1/31/2024,Brand X
7840,39.97,1/31/2024,Brand X
7855,40.56,1/31/2024,Brand X
7870,39.51,1/31/2024,Brand X
7885,56.65,1/31/2024,Brand X
7900,67.94,1/31/2024,Brand X
7915,40,1/31/2024,Brand X
7930,46.15,1/31/2024,Brand X
7945,63.57,1/31/2024,Brand X
7960,39.11,1/31/2024,Brand X
7975,40.77,1/31/2024,Brand X
7990,37.44,1/31/2024,Brand X
800,57.99,2/1/2024,Brand X
805,42.32,2/1/2024,Brand X
810,60.12,2/1/2024,Brand X
815,40.1,2/1/2024,Brand X
820,40.01,2/1/2024,Brand X
825,40.41,2/1/2024,Brand X
830,72.03,2/1/2024,Brand X
835,50.83,2/1/2024,Brand X
840,39.61,2/1/2024,Brand X
845,60.77,2/1/2024,Brand X
850,51.95,2/1/2024,Brand X
855,58.54,2/1/2024,Brand X
860,39.37,2/1/2024,Brand X
865,41.83,2/1/2024,Brand X
870,38.79,2/1/2024,Brand X
875,48.68,2/1/2024,Brand X
880,40.58,2/1/2024,Brand X
885,38.87,2/1/2024,Brand X
890,69.16,2/1/2024,Brand X
895,38.68,2/1/2024,Brand X
900,39.73,2/1/2024,Brand X
915,41.5,2/1/2024,Brand X
930,58.26,2/1/2024,Brand X
945,48.21,2/1/2024,Brand X
960,59.02,2/1/2024,Brand X
975,38.74,2/1/2024,Brand X
990,39.8,2/1/2024,Brand X
2000,41.07,2/1/2024,Brand X
2005,66.71,2/1/2024,Brand X
2010,58.07,2/1/2024,Brand X
2015,58.23,2/1/2024,Brand X
2020,55.74,2/1/2024,Brand X
2025,39.48,2/1/2024,Brand X
2030,65.07,2/1/2024,Brand X
2035,42.37,2/1/2024,Brand X
2040,42.06,2/1/2024,Brand X
2045,40.33,2/1/2024,Brand X
2050,40.16,2/1/2024,Brand X
2055,39.63,2/1/2024,Brand X
2060,56.27,2/1/2024,Brand X
2065,39.04,2/1/2024,Brand X
2070,60.34,2/1/2024,Brand X
2075,63.45,2/1/2024,Brand X
2080,68.32,2/1/2024,Brand X
2085,61.1,2/1/2024,Brand X
2090,40.57,2/1/2024,Brand X
2095,40.4,2/1/2024,Brand X
2100,41.97,2/1/2024,Brand X
2105,39.09,2/1/2024,Brand X
2110,70.74,2/1/2024,Brand X
2115,41.4,2/1/2024,Brand X
2120,42.23,2/1/2024,Brand X
2125,39.24,2/1/2024,Brand X
2130,38.88,2/1/2024,Brand X
2135,75.78,2/1/2024,Brand X
2140,57.92,2/1/2024,Brand X
2145,46.19,2/1/2024,Brand X
2150,39.3,2/1/2024,Brand X
2155,40.39,2/1/2024,Brand X
2160,40.37,2/1/2024,Brand X
2165,65.16,2/1/2024,Brand X
2170,71.97,2/1/2024,Brand X
2175,39.94,2/1/2024,Brand X
2180,60.09,2/1/2024,Brand X
2185,41.3,2/1/2024,Brand X
2190,64.56,2/1/2024,Brand X
2195,73.77,2/1/2024,Brand X
2200,40.46,2/1/2024,Brand X
2205,49.86,2/1/2024,Brand X
2210,57.55,2/1/2024,Brand X
2215,70.62,2/1/2024,Brand X
2220,39.12,2/1/2024,Brand X
2225,62.03,2/1/2024,Brand X
2230,54.62,2/1/2024,Brand X
2235,41.27,2/1/2024,Brand X
2240,64.06,2/1/2024,Brand X
2245,56.52,2/1/2024,Brand X
2250,67.4,2/1/2024,Brand X
2255,58.53,2/1/2024,Brand X
2260,56.71,2/1/2024,Brand X
2265,40.39,2/1/2024,Brand X
2270,45.33,2/1/2024,Brand X
2275,43.56,2/1/2024,Brand X
2280,55.13,2/1/2024,Brand X
2285,50.11,2/1/2024,Brand X
2290,38.77,2/1/2024,Brand X
2295,52.39,2/1/2024,Brand X
2300,42.4,2/1/2024,Brand X
2310,59.63,2/1/2024,Brand X
2320,63.6,2/1/2024,Brand X
2330,57.8,2/1/2024,Brand X
2340,42.42,2/1/2024,Brand X
2350,54.98,2/1/2024,Brand X
2360,60.68,2/1/2024,Brand X
2370,39.85,2/1/2024,Brand X
2380,38.55,2/1/2024,Brand X
2390,38.63,2/1/2024,Brand X
2400,41.03,2/1/2024,Brand X
2410,42.04,2/1/2024,Brand X
2420,39.43,2/1/2024,Brand X
2430,41.78,2/1/2024,Brand X
2440,46.79,2/1/2024,Brand X
2450,42.45,2/1/2024,Brand X
2460,41.94,2/1/2024,Brand X
2470,67.3,2/1/2024,Brand X
2480,41.51,2/1/2024,Brand X
2490,40.15,2/1/2024,Brand X
2500,41.7,2/1/2024,Brand X
2510,58.97,2/1/2024,Brand X
2520,49.48,2/1/2024,Brand X
2530,69.31,2/1/2024,Brand X
2540,40.46,2/1/2024,Brand X
2550,40.56,2/1/2024,Brand X
2560,42.13,2/1/2024,Brand X
2570,57.87,2/1/2024,Brand X
2580,39.7,2/1/2024,Brand X
2590,71.54,2/1/2024,Brand X
2600,56.46,2/1/2024,Brand X
2601,70.33,2/1/2024,Brand X
2602,39.92,2/1/2024,Brand X
2603,42.35,2/1/2024,Brand X
2604,40.6,2/1/2024,Brand X
2605,39.99,2/1/2024,Brand X
2606,42.39,2/1/2024,Brand X
2607,41.48,2/1/2024,Brand X
2608,39.03,2/1/2024,Brand X
2609,40.55,2/1/2024,Brand X
2610,41.69,2/1/2024,Brand X
2611,40.97,2/1/2024,Brand X
2612,38.74,2/1/2024,Brand X
2613,38.52,2/1/2024,Brand X
2614,61.92,2/1/2024,Brand X
2615,70.32,2/1/2024,Brand X
2616,62.08,2/1/2024,Brand X
2617,40.58,2/1/2024,Brand X
2618,54.42,2/1/2024,Brand X
2619,39.19,2/1/2024,Brand X
2620,51.11,2/1/2024,Brand X
2630,40.57,2/1/2024,Brand X
2640,41.81,2/1/2024,Brand X
2650,65.17,2/1/2024,Brand X
2660,40,2/1/2024,Brand X
2670,41.27,2/1/2024,Brand X
2680,40.61,2/1/2024,Brand X
2690,62.75,2/1/2024,Brand X
2700,49.74,2/1/2024,Brand X
2710,41.67,2/1/2024,Brand X
2720,39.93,2/1/2024,Brand X
2730,56.07,2/1/2024,Brand X
2740,42.32,2/1/2024,Brand X
2750,42.36,2/1/2024,Brand X
2760,41.08,2/1/2024,Brand X
2770,41.26,2/1/2024,Brand X
2780,74.37,2/1/2024,Brand X
2790,40.73,2/1/2024,Brand X
2800,67.06,2/1/2024,Brand X
2815,41.5,2/1/2024,Brand X
2830,42.14,2/1/2024,Brand X
2845,57.23,2/1/2024,Brand X
2860,41.56,2/1/2024,Brand X
2875,41.83,2/1/2024,Brand X
2890,39.02,2/1/2024,Brand X
2900,41.63,2/1/2024,Brand X
2902,49.49,2/1/2024,Brand X
2904,39.63,2/1/2024,Brand X
2905,62.75,2/1/2024,Brand X
2906,39.98,2/1/2024,Brand X
2908,74.44,2/1/2024,Brand X
2910,40.87,2/1/2024,Brand X
2912,40.45,2/1/2024,Brand X
2914,42.24,2/1/2024,Brand X
2916,40.83,2/1/2024,Brand X
2918,42,2/1/2024,Brand X
2920,40.83,2/1/2024,Brand X
2935,73.08,2/1/2024,Brand X
2950,41.11,2/1/2024,Brand X
2965,73.47,2/1/2024,Brand X
2980,51.36,2/1/2024,Brand X
2995,66.06,2/1/2024,Brand X
3000,39.5,2/1/2024,Brand X
3005,41.43,2/1/2024,Brand X
3010,41.6,2/1/2024,Brand X
3015,67.76,2/1/2024,Brand X
3020,40.55,2/1/2024,Brand X
3025,68.91,2/1/2024,Brand X
3030,38.71,2/1/2024,Brand X
3035,41.68,2/1/2024,Brand X
3040,40.32,2/1/2024,Brand X
3045,63.04,2/1/2024,Brand X
3050,40.82,2/1/2024,Brand X
3055,41.99,2/1/2024,Brand X
3060,40.78,2/1/2024,Brand X
3065,65.89,2/1/2024,Brand X
3070,40.84,2/1/2024,Brand X
3075,42.33,2/1/2024,Brand X
3080,41.38,2/1/2024,Brand X
3085,63.74,2/1/2024,Brand X
3090,42.01,2/1/2024,Brand X
3095,41.21,2/1/2024,Brand X
3100,65.93,2/1/2024,Brand X
3105,39.26,2/1/2024,Brand X
3110,40.72,2/1/2024,Brand X
3115,38.55,2/1/2024,Brand X
3120,51.35,2/1/2024,Brand X
3125,54.67,2/1/2024,Brand X
3130,39.83,2/1/2024,Brand X
3135,42.33,2/1/2024,Brand X
3140,41.78,2/1/2024,Brand X
3145,56.54,2/1/2024,Brand X
3150,72.17,2/1/2024,Brand X
3155,73.95,2/1/2024,Brand X
3160,63.91,2/1/2024,Brand X
3165,44.63,2/1/2024,Brand X
3170,68.93,2/1/2024,Brand X
3175,41.07,2/1/2024,Brand X
3180,68.94,2/1/2024,Brand X
3185,39.21,2/1/2024,Brand X
3190,40.36,2/1/2024,Brand X
3195,60.27,2/1/2024,Brand X
3200,40.69,2/1/2024,Brand X
3205,69.14,2/1/2024,Brand X
3210,64.36,2/1/2024,Brand X
3215,40.8,2/1/2024,Brand X
3220,42.35,2/1/2024,Brand X
3225,41.14,2/1/2024,Brand X
3230,38.91,2/1/2024,Brand X
3235,40.71,2/1/2024,Brand X
3240,70.75,2/1/2024,Brand X
3245,51.36,2/1/2024,Brand X
3250,41.22,2/1/2024,Brand X
3260,38.63,2/1/2024,Brand X
3270,68.4,2/1/2024,Brand X
3280,40.91,2/1/2024,Brand X
3290,40.56,2/1/2024,Brand X
3300,46.14,2/1/2024,Brand X
3310,50.55,2/1/2024,Brand X
3320,55.07,2/1/2024,Brand X
3330,42.36,2/1/2024,Brand X
3340,59.41,2/1/2024,Brand X
3350,40.28,2/1/2024,Brand X
3360,40.58,2/1/2024,Brand X
3370,41.7,2/1/2024,Brand X
3380,40.26,2/1/2024,Brand X
3390,41.42,2/1/2024,Brand X
3400,66.61,2/1/2024,Brand X
3410,39.96,2/1/2024,Brand X
3420,40.93,2/1/2024,Brand X
3430,66.33,2/1/2024,Brand X
3440,66.22,2/1/2024,Brand X
3450,72.8,2/1/2024,Brand X
3460,51.99,2/1/2024,Brand X
3470,42.5,2/1/2024,Brand X
3480,39.05,2/1/2024,Brand X
3490,40.15,2/1/2024,Brand X
3500,41.08,2/1/2024,Brand X
3515,41.06,2/1/2024,Brand X
3530,61.53,2/1/2024,Brand X
3545,69.91,2/1/2024,Brand X
3560,40.33,2/1/2024,Brand X
3575,54.29,2/1/2024,Brand X
3590,48.62,2/1/2024,Brand X
3605,41.02,2/1/2024,Brand X
3620,42.23,2/1/2024,Brand X
3635,42.23,2/1/2024,Brand X
3650,60.89,2/1/2024,Brand X
3665,48.16,2/1/2024,Brand X
3680,39.48,2/1/2024,Brand X
3695,41.86,2/1/2024,Brand X
3710,48.52,2/1/2024,Brand X
3725,41.31,2/1/2024,Brand X
3740,41.75,2/1/2024,Brand X
3755,68.72,2/1/2024,Brand X
3770,39.48,2/1/2024,Brand X
3785,40.85,2/1/2024,Brand X
3800,56.3,2/1/2024,Brand X
3815,57.13,2/1/2024,Brand X
3830,42.36,2/1/2024,Brand X
3845,64.46,2/1/2024,Brand X
3860,55.05,2/1/2024,Brand X
3875,38.57,2/1/2024,Brand X
3890,39.8,2/1/2024,Brand X
3905,71.4,2/1/2024,Brand X
3920,38.94,2/1/2024,Brand X
3935,39.19,2/1/2024,Brand X
3950,66,2/1/2024,Brand X
3965,41.31,2/1/2024,Brand X
3980,42.91,2/1/2024,Brand X
3995,39.57,2/1/2024,Brand X
4000,41.61,2/1/2024,Brand X
4005,67.15,2/1/2024,Brand X
4010,70.88,2/1/2024,Brand X
4015,54.17,2/1/2024,Brand X
4020,68.5,2/1/2024,Brand X
4025,38.63,2/1/2024,Brand X
4030,39.54,2/1/2024,Brand X
4035,39.32,2/1/2024,Brand X
4040,65.03,2/1/2024,Brand X
4045,40.96,2/1/2024,Brand X
4050,39.5,2/1/2024,Brand X
4055,66.79,2/1/2024,Brand X
4060,45,2/1/2024,Brand X
4065,39.67,2/1/2024,Brand X
4070,64.23,2/1/2024,Brand X
4075,38.96,2/1/2024,Brand X
4080,39.75,2/1/2024,Brand X
4085,53.03,2/1/2024,Brand X
4090,41.01,2/1/2024,Brand X
4095,41.55,2/1/2024,Brand X
4100,40.39,2/1/2024,Brand X
4105,40.47,2/1/2024,Brand X
4110,45.73,2/1/2024,Brand X
4115,59.56,2/1/2024,Brand X
4120,69.43,2/1/2024,Brand X
4125,40.04,2/1/2024,Brand X
4130,41.85,2/1/2024,Brand X
4135,39.87,2/1/2024,Brand X
4140,41.38,2/1/2024,Brand X
4145,42.18,2/1/2024,Brand X
4150,59.76,2/1/2024,Brand X
4155,65.16,2/1/2024,Brand X
4160,55.97,2/1/2024,Brand X
4165,43.14,2/1/2024,Brand X
4170,69.19,2/1/2024,Brand X
4175,42.05,2/1/2024,Brand X
4180,40.34,2/1/2024,Brand X
4185,39.17,2/1/2024,Brand X
4190,52.65,2/1/2024,Brand X
4195,40.33,2/1/2024,Brand X
4200,71.01,2/1/2024,Brand X
4210,60.64,2/1/2024,Brand X
4220,40.59,2/1/2024,Brand X
4230,66.21,2/1/2024,Brand X
4240,59.42,2/1/2024,Brand X
4250,66.83,2/1/2024,Brand X
4260,61.95,2/1/2024,Brand X
4270,69.27,2/1/2024,Brand X
4280,49.4,2/1/2024,Brand X
4290,38.92,2/1/2024,Brand X
4300,65.33,2/1/2024,Brand X
4310,41.23,2/1/2024,Brand X
4320,50.4,2/1/2024,Brand X
4330,59.35,2/1/2024,Brand X
4340,40.82,2/1/2024,Brand X
4350,42.39,2/1/2024,Brand X
4360,56.23,2/1/2024,Brand X
4370,41.08,2/1/2024,Brand X
4380,70.42,2/1/2024,Brand X
4390,41.87,2/1/2024,Brand X
4400,38.9,2/1/2024,Brand X
4410,40.06,2/1/2024,Brand X
4420,45.07,2/1/2024,Brand X
4430,41.92,2/1/2024,Brand X
4440,40.15,2/1/2024,Brand X
4450,70.62,2/1/2024,Brand X
4460,58.25,2/1/2024,Brand X
4470,38.58,2/1/2024,Brand X
4480,49.67,2/1/2024,Brand X
4490,40.65,2/1/2024,Brand X
4500,39.36,2/1/2024,Brand X
4515,39.91,2/1/2024,Brand X
4530,39.25,2/1/2024,Brand X
4545,39.52,2/1/2024,Brand X
4560,68.14,2/1/2024,Brand X
4575,68.16,2/1/2024,Brand X
4590,39.19,2/1/2024,Brand X
4605,41.84,2/1/2024,Brand X
4620,39.13,2/1/2024,Brand X
4635,55.36,2/1/2024,Brand X
4650,39.6,2/1/2024,Brand X
4665,70.67,2/1/2024,Brand X
4680,62.71,2/1/2024,Brand X
4695,39.17,2/1/2024,Brand X
4710,38.71,2/1/2024,Brand X
4725,41.68,2/1/2024,Brand X
4740,42.17,2/1/2024,Brand X
4755,55.15,2/1/2024,Brand X
4770,41.14,2/1/2024,Brand X
4785,66.46,2/1/2024,Brand X
4800,39.67,2/1/2024,Brand X
4820,40.45,2/1/2024,Brand X
4840,56.34,2/1/2024,Brand X
4860,71.95,2/1/2024,Brand X
4880,38.89,2/1/2024,Brand X
4900,39.52,2/1/2024,Brand X
4920,39.79,2/1/2024,Brand X
4940,39.17,2/1/2024,Brand X
4960,41.07,2/1/2024,Brand X
4980,39.95,2/1/2024,Brand X
5000,41.05,2/1/2024,Brand X
5005,39.72,2/1/2024,Brand X
5010,39.2,2/1/2024,Brand X
5015,40.32,2/1/2024,Brand X
5020,41.01,2/1/2024,Brand X
5025,53.73,2/1/2024,Brand X
5030,42.36,2/1/2024,Brand X
5035,40.23,2/1/2024,Brand X
5040,60.12,2/1/2024,Brand X
5045,39.09,2/1/2024,Brand X
5050,39.77,2/1/2024,Brand X
5055,72.23,2/1/2024,Brand X
5060,41.76,2/1/2024,Brand X
5065,38.86,2/1/2024,Brand X
5070,41.98,2/1/2024,Brand X
5075,42.1,2/1/2024,Brand X
5080,64,2/1/2024,Brand X
5085,39.08,2/1/2024,Brand X
5090,39.32,2/1/2024,Brand X
5095,55.92,2/1/2024,Brand X
5100,39.6,2/1/2024,Brand X
5105,65.82,2/1/2024,Brand X
5110,40.58,2/1/2024,Brand X
5115,44.63,2/1/2024,Brand X
5120,57.86,2/1/2024,Brand X
5125,39.42,2/1/2024,Brand X
5130,39.97,2/1/2024,Brand X
5135,42.06,2/1/2024,Brand X
5140,38.55,2/1/2024,Brand X
5145,42.28,2/1/2024,Brand X
5150,41.63,2/1/2024,Brand X
5155,40.26,2/1/2024,Brand X
5160,72.01,2/1/2024,Brand X
5165,47.53,2/1/2024,Brand X
5170,42.1,2/1/2024,Brand X
5175,39.82,2/1/2024,Brand X
5180,41.21,2/1/2024,Brand X
5185,50.1,2/1/2024,Brand X
5190,42.35,2/1/2024,Brand X
5195,38.87,2/1/2024,Brand X
5200,74.93,2/1/2024,Brand X
5215,39.64,2/1/2024,Brand X
5230,65.49,2/1/2024,Brand X
5245,68.58,2/1/2024,Brand X
5260,67.46,2/1/2024,Brand X
5275,57.54,2/1/2024,Brand X
5290,41.01,2/1/2024,Brand X
5305,41.43,2/1/2024,Brand X
5320,64.24,2/1/2024,Brand X
5335,55.17,2/1/2024,Brand X
5350,40.03,2/1/2024,Brand X
5365,42.4,2/1/2024,Brand X
5380,70.21,2/1/2024,Brand X
5395,40.77,2/1/2024,Brand X
5410,41.02,2/1/2024,Brand X
5425,46.72,2/1/2024,Brand X
5440,56.1,2/1/2024,Brand X
5455,41.25,2/1/2024,Brand X
5470,66.61,2/1/2024,Brand X
5485,47.71,2/1/2024,Brand X
5500,72.41,2/1/2024,Brand X
5515,55.88,2/1/2024,Brand X
5530,48.32,2/1/2024,Brand X
5545,41.72,2/1/2024,Brand X
5560,39.61,2/1/2024,Brand X
5575,39.19,2/1/2024,Brand X
5590,41.47,2/1/2024,Brand X
5605,42.19,2/1/2024,Brand X
5620,39.84,2/1/2024,Brand X
5635,41.66,2/1/2024,Brand X
5650,41.14,2/1/2024,Brand X
5665,38.58,2/1/2024,Brand X
5680,41.02,2/1/2024,Brand X
5695,41.4,2/1/2024,Brand X
5710,39.76,2/1/2024,Brand X
5725,46.1,2/1/2024,Brand X
5740,52.41,2/1/2024,Brand X
5755,39.16,2/1/2024,Brand X
5770,38.91,2/1/2024,Brand X
5785,40.35,2/1/2024,Brand X
5800,39.43,2/1/2024,Brand X
5820,42.38,2/1/2024,Brand X
5840,41.78,2/1/2024,Brand X
5860,38.94,2/1/2024,Brand X
5880,42.47,2/1/2024,Brand X
5900,40.19,2/1/2024,Brand X
5920,40.29,2/1/2024,Brand X
5940,40.99,2/1/2024,Brand X
5960,39.72,2/1/2024,Brand X
5980,39.2,2/1/2024,Brand X
6000,42.01,2/1/2024,Brand X
6005,57.07,2/1/2024,Brand X
6010,70.86,2/1/2024,Brand X
6015,40.26,2/1/2024,Brand X
6020,46.18,2/1/2024,Brand X
6025,38.61,2/1/2024,Brand X
6030,40.05,2/1/2024,Brand X
6035,40.23,2/1/2024,Brand X
6040,60.74,2/1/2024,Brand X
6045,53.32,2/1/2024,Brand X
6050,40.66,2/1/2024,Brand X
6055,38.87,2/1/2024,Brand X
6060,64.66,2/1/2024,Brand X
6065,39.8,2/1/2024,Brand X
6070,41.93,2/1/2024,Brand X
6075,42.35,2/1/2024,Brand X
6080,57.61,2/1/2024,Brand X
6085,65.86,2/1/2024,Brand X
6090,42.46,2/1/2024,Brand X
6095,44.47,2/1/2024,Brand X
6100,41.31,2/1/2024,Brand X
6105,64.33,2/1/2024,Brand X
6110,40.78,2/1/2024,Brand X
6115,53.75,2/1/2024,Brand X
6120,39.65,2/1/2024,Brand X
6125,72.05,2/1/2024,Brand X
6130,39.96,2/1/2024,Brand X
6135,39.08,2/1/2024,Brand X
6140,38.54,2/1/2024,Brand X
6145,38.87,2/1/2024,Brand X
6150,42.3,2/1/2024,Brand X
6155,63.97,2/1/2024,Brand X
6160,42.39,2/1/2024,Brand X
6165,63.91,2/1/2024,Brand X
6170,39.06,2/1/2024,Brand X
6175,42.2,2/1/2024,Brand X
6180,41.1,2/1/2024,Brand X
6185,66.72,2/1/2024,Brand X
6190,70.43,2/1/2024,Brand X
6195,64.66,2/1/2024,Brand X
6200,42.36,2/1/2024,Brand X
6215,45.64,2/1/2024,Brand X
6230,39.83,2/1/2024,Brand X
6245,51.83,2/1/2024,Brand X
6260,67.52,2/1/2024,Brand X
6275,44.34,2/1/2024,Brand X
6290,41.14,2/1/2024,Brand X
6305,42.49,2/1/2024,Brand X
6320,39.59,2/1/2024,Brand X
6335,53.82,2/1/2024,Brand X
6350,40.12,2/1/2024,Brand X
6365,45.52,2/1/2024,Brand X
6380,41.57,2/1/2024,Brand X
6395,39.91,2/1/2024,Brand X
6410,47.01,2/1/2024,Brand X
6425,42.46,2/1/2024,Brand X
6440,69.31,2/1/2024,Brand X
6455,53.98,2/1/2024,Brand X
6470,39.77,2/1/2024,Brand X
6485,40.2,2/1/2024,Brand X
6500,39.12,2/1/2024,Brand X
6520,39.99,2/1/2024,Brand X
6540,39.9,2/1/2024,Brand X
6560,40.4,2/1/2024,Brand X
6580,38.8,2/1/2024,Brand X
6600,40.28,2/1/2024,Brand X
6620,39.54,2/1/2024,Brand X
6640,68.54,2/1/2024,Brand X
6660,40.48,2/1/2024,Brand X
6680,38.96,2/1/2024,Brand X
6700,40.52,2/1/2024,Brand X
6720,40.73,2/1/2024,Brand X
6740,43.97,2/1/2024,Brand X
6760,41.2,2/1/2024,Brand X
6780,38.77,2/1/2024,Brand X
6800,66.82,2/1/2024,Brand X
6820,38.95,2/1/2024,Brand X
6840,41.77,2/1/2024,Brand X
6860,39.14,2/1/2024,Brand X
6880,39.36,2/1/2024,Brand X
6900,55.29,2/1/2024,Brand X
6920,40.4,2/1/2024,Brand X
6940,42.4,2/1/2024,Brand X
6960,39.63,2/1/2024,Brand X
6980,41.18,2/1/2024,Brand X
7000,40.72,2/1/2024,Brand X
7005,38.7,2/1/2024,Brand X
7010,42.31,2/1/2024,Brand X
7015,40.78,2/1/2024,Brand X
7020,40.4,2/1/2024,Brand X
7025,41.26,2/1/2024,Brand X
7030,42.23,2/1/2024,Brand X
7035,41.91,2/1/2024,Brand X
7040,75.36,2/1/2024,Brand X
7045,39.9,2/1/2024,Brand X
7050,38.69,2/1/2024,Brand X
7055,47.52,2/1/2024,Brand X
7060,39.4,2/1/2024,Brand X
7065,39.58,2/1/2024,Brand X
7070,41.94,2/1/2024,Brand X
7075,41.81,2/1/2024,Brand X
7080,62.66,2/1/2024,Brand X
7085,47.64,2/1/2024,Brand X
7090,44.97,2/1/2024,Brand X
7095,46,2/1/2024,Brand X
7100,39.88,2/1/2024,Brand X
7110,64,2/1/2024,Brand X
7120,54.72,2/1/2024,Brand X
7130,40.67,2/1/2024,Brand X
7140,41.35,2/1/2024,Brand X
